"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Greece","Gross debt, General government, Percent of GDP","Annual","2012","164.278","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2013","180.51","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2014","182.824","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2015","180.001","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2016","183.675","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2017","182.623","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2018","189.553","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2019","183.691","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2020","209.927","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2021","197.806","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2022","178.441","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2023","165.154","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2024","150.891","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2025","142.169","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2026","137.926","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2027","134.544","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2028","131.439","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2029","128.369","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2030","125.068","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1980","47.776","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1981","52.815","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1982","57.73","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1983","63.511","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1984","65.602","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1985","68.31","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1986","74.079","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1987","75.833","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1988","71.944","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1989","65.674","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1990","63.233","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1991","62.385","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1992","66.766","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1993","72.838","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1994","84.361","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1995","92.526","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1996","98.054","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1997","104.971","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1998","116.02","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","1999","129.501","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2000","135.609","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2001","145.124","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2002","154.096","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2003","160.021","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2004","169.49","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2005","174.595","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2006","174.143","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2007","172.951","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2008","180.851","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2009","198.807","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2010","205.879","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2011","219.162","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2012","226.093","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2013","229.451","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2014","233.281","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2015","228.278","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2016","232.421","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2017","231.321","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2018","232.38","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2019","236.381","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2020","258.369","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2021","253.652","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2022","248.309","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2023","239.971","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2024","236.66","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2025","234.858","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2026","233.73","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2027","232.099","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2028","231.212","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2029","231.085","Units"
"Japan","Gross debt, General government, Percent of GDP","Annual","2030","231.676","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1980","43.557","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1981","46.877","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1982","52.444","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1983","58.402","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1984","61.918","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1985","67.093","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1986","68.949","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1987","71.292","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1988","73.695","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1989","73.74","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1990","75.02","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1991","74.814","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1992","75.59","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1993","76.665","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1994","73.497","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1995","73.03","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1996","71.246","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1997","65.696","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1998","62.68","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","1999","58.601","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2000","52.155","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2001","49.414","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2002","48.693","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2003","49.804","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2004","50.095","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2005","49.58","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2006","44.96","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2007","42.741","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2008","54.352","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2009","56.29","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2010","58.897","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2011","61.167","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2012","65.69","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2013","67.161","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2014","67.166","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2015","63.799","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2016","60.883","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2017","55.986","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2018","51.522","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2019","47.597","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2020","53.348","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2021","50.431","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2022","48.345","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2023","45.098","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2024","43.235","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2025","43.292","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2026","44.386","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2027","44.802","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2028","45.398","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2029","46.541","Units"
"Netherlands, The","Gross debt, General government, Percent of GDP","Annual","2030","47.724","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1980","47.683","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1981","43.395","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1982","38.488","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1983","35.405","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1984","35.212","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1985","36.921","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1986","45.996","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1987","38.519","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1988","32.43","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1989","32.338","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1990","28.944","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1991","39.242","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1992","44.995","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1993","53.652","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1994","50.643","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1995","32.738","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1996","28.446","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1997","25.757","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1998","23.574","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","1999","24.959","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2000","28.668","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2001","27.233","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2002","33.945","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2003","43.078","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2004","43.829","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2005","42.327","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2006","52.587","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2007","49.515","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2008","47.545","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2009","42.544","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2010","42.952","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2011","29.611","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2012","30.908","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2013","31.427","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2014","29.661","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2015","34.334","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2016","37.938","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2017","38.257","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2018","39.413","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2019","40.558","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2020","46.112","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2021","41.641","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2022","36.111","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2023","44.212","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2024","42.719","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2025","42.72","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2026","42.523","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2027","42.025","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2028","41.387","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2029","39.252","Units"
"Norway","Gross debt, General government, Percent of GDP","Annual","2030","40.004","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1980","16.107","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1981","19.45","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1982","24.428","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1983","29.516","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1984","36.023","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1985","40.866","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1986","42.073","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1987","41.915","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1988","38.502","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1989","39.87","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1990","41.304","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1991","41.864","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1992","44.133","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1993","54.567","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1994","57.019","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1995","61.586","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1996","65.442","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1997","64.286","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1998","62.355","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","1999","60.853","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2000","57.841","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2001","54.052","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2002","51.237","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2003","47.687","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2004","45.333","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2005","42.395","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2006","39.019","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2007","35.698","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2008","39.609","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2009","53.079","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2010","60.266","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2011","69.528","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2012","89.56","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2013","100","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2014","104.418","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2015","102.442","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2016","101.967","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2017","101.144","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2018","99.718","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2019","97.579","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2020","119.179","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2021","115.594","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2022","109.404","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2023","105.034","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2024","101.82","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2025","100.571","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2026","99.017","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2027","97.578","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2028","96.044","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2029","94.517","Units"
"Spain","Gross debt, General government, Percent of GDP","Annual","2030","92.97","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1980","42.517","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1981","44.725","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1982","43.003","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1983","41.817","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1984","42.212","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1985","41.285","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1986","41.277","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1987","39.282","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1988","37.075","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1989","32.533","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1990","28.48","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1991","28.481","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1992","33.227","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1993","37.96","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1994","40.724","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1995","43.653","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1996","43.714","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1997","44.132","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1998","41.97","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","1999","40.41","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2000","37.686","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2001","34.958","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2002","35.434","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2003","36.764","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2004","39.802","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2005","41","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2006","42.058","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2007","43.174","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2008","50.827","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2009","64.915","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2010","75.86","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2011","81.425","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2012","84.483","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2013","85.316","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2014","87.094","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2015","87.867","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2016","87.825","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2017","86.723","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2018","86.345","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2019","85.657","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2020","105.84","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2021","105.131","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2022","99.614","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2023","100.354","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2024","101.227","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2025","103.894","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2026","105.399","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2027","106.133","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2028","106.517","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2029","106.45","Units"
"United Kingdom","Gross debt, General government, Percent of GDP","Annual","2030","106.062","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","1995","83.868","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","1996","71.168","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","1997","62.196","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","1998","60.422","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","1999","60.297","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2000","55.638","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2001","52.205","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2002","55.557","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2003","58.174","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2004","58.907","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2005","60.579","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2006","64.489","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2007","65.58","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2008","71.801","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2009","78.188","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2010","80.174","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2011","80.468","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2012","78.364","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2013","77.22","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2014","76.491","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2015","75.724","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2016","74.646","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2017","72.002","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2018","68.816","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2019","64.988","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2020","78.687","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2021","76.215","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2022","73.858","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2023","72.966","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2024","73.453","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2025","73.508","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2026","73.449","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2027","73.471","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2028","73.444","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2029","73.372","Units"
"Hungary","Gross debt, General government, Percent of GDP","Annual","2030","73.194","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1991","63.9154514684866","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1992","58.0957406258687","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1993","57.2310956065247","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1994","60.4213841688788","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1995","62.2147739207108","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1996","63.3122596755116","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1997","58.7155101733689","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1998","55.6156974102273","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","1999","55.4055364693115","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2000","54.1930856717894","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2001","57.3801823751189","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2002","60.043744765149","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2003","63.8973065932396","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2004","67.0994966121155","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2005","72.2490818510186","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2006","73.679426971185","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2007","72.7279617331326","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2008","75.642591852277","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2009","87.7990382888725","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2010","100.075391803866","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2011","114.023873923181","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2012","128.603519547736","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2013","130.840788021252","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2014","132.453261395512","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2015","131.023297505025","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2016","131.180250326214","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2017","126.029223192169","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2018","121.112295948831","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2019","116.109709594718","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2020","134.096376312721","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2021","123.878246803487","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2022","111.231728857246","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2023","97.7327831259107","Units"
"Portugal","Gross debt, General government, Percent of GDP","Annual","2024","94.9274043591397","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1991","11.9257195509898","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1992","11.6452690514497","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1993","10.8621262139995","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1994","9.63103838233745","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1995","8.48455697471733","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1996","7.810539685095","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1997","9.69391011476821","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1998","13.817180410839","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","1999","15.759141594568","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2000","16.087068477796","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2001","16.6250692792407","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2002","16.4443953668934","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2003","19.101828730118","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2004","21.602521536819","Units"
